0,1,2,3,4,5,6,7,8
1771504393.6953042,-78.6429443359375,191.11044311523438,16.18596839904785,0.0,81.41111755371094,191.74488830566406,2.3975515365600586,0.0
1771504393.7235487,-78.74114227294922,191.2051544189453,16.175451278686523,0.0,81.26068115234375,191.61593627929688,2.3632404804229736,0.0
1771504393.7416258,-78.82556915283203,191.3000030517578,16.187498092651367,0.0,81.10587310791016,191.4763641357422,2.3209259510040283,0.0
1771504393.7713563,-78.88167572021484,191.37060546875,16.195568084716797,0.0,81.00499725341797,191.4532470703125,2.285726547241211,0.0
1771504393.7906344,-78.91755676269531,191.4088134765625,16.202579498291016,0.0,80.9582290649414,191.50433349609375,2.28585147857666,0.0
1771504393.8179307,-79.21784210205078,191.50527954101562,16.258403778076172,0.0,80.93495178222656,191.5358428955078,2.301740884780884,0.0
1771504393.8389547,-79.17137908935547,191.51531982421875,16.23052215576172,0.0,80.9129409790039,191.53555297851562,2.332630157470703,0.0
1771504393.8640091,-79.07177734375,191.4937286376953,16.220094680786133,0.0,80.90309143066406,191.5365753173828,2.3260443210601807,0.0
1771504393.8887475,-78.97711944580078,191.45779418945312,16.233121871948242,0.0,81.2229995727539,191.3822784423828,2.3249459266662598,0.0
1771504393.9105458,-78.91195678710938,191.44921875,16.243778228759766,0.0,81.34781646728516,191.68455505371094,2.321228504180908,0.0
1771504393.9379387,-78.93963623046875,191.54861450195312,16.24869155883789,0.0,81.37960815429688,191.86697387695312,2.2660727500915527,0.0
1771504393.9596891,-79.13189697265625,191.80386352539062,16.274559020996094,0.0,81.64155578613281,191.7379608154297,2.178292989730835,0.0
1771504393.9872448,-79.42083740234375,192.12025451660156,16.296585083007812,0.0,81.67404174804688,191.8180389404297,1.999172568321228,0.0
1771504394.0083208,-79.75640106201172,192.42498779296875,16.261978149414062,0.0,81.6623306274414,191.79612731933594,1.7927207946777344,0.0
1771504394.0350585,-80.04585266113281,192.63116455078125,16.228078842163086,0.0,81.63388061523438,191.81631469726562,1.7734036445617676,0.0
1771504394.0560904,-80.26368713378906,192.76429748535156,16.200668334960938,0.0,81.64335632324219,192.04507446289062,1.9800065755844116,0.0
1771504394.0758193,-80.4100341796875,192.89114379882812,16.199520111083984,0.0,81.64469909667969,192.42913818359375,2.29901123046875,0.0
1771504394.105008,-80.51306915283203,193.02476501464844,16.243919372558594,0.0,81.55917358398438,192.74346923828125,2.5565943717956543,0.0
1771504394.1239436,-80.59158325195312,193.16404724121094,16.293258666992188,0.0,81.75028991699219,192.89488220214844,2.7682297229766846,0.0
1771504394.1492918,-80.66231536865234,193.2647705078125,16.35045623779297,0.0,81.56253814697266,192.9967041015625,2.8812263011932373,0.0
1771504394.1719134,-80.72167205810547,193.35609436035156,16.40789031982422,0.0,81.40393829345703,193.05899047851562,2.9249863624572754,0.0
1771504394.191785,-80.77127838134766,193.45614624023438,16.460983276367188,0.0,81.25447082519531,193.0356903076172,2.938321113586426,0.0
1771504394.2191696,-80.80384063720703,193.52963256835938,16.522523880004883,0.0,81.13685607910156,192.9716033935547,2.9403395652770996,0.0
1771504394.239959,-80.79275512695312,193.55624389648438,16.645639419555664,0.0,81.0624008178711,192.9331817626953,2.9474241733551025,0.0
1771504394.2641668,-80.76956176757812,193.59259033203125,16.76712989807129,0.0,81.01941680908203,192.8905792236328,2.9497711658477783,0.0
1771504394.287904,-80.7457046508789,193.61036682128906,16.83635902404785,0.0,80.9893569946289,192.8311767578125,2.94952130317688,0.0
1771504394.3084755,-80.73119354248047,193.6195526123047,16.882781982421875,0.0,80.96553039550781,192.7992706298828,2.965008497238159,0.0
1771504394.3362842,-80.7373275756836,193.65826416015625,16.890060424804688,0.0,80.9581527709961,192.8140869140625,2.9876420497894287,0.0
1771504394.35735,-80.79537963867188,193.7541961669922,16.8879451751709,0.0,80.9390869140625,192.8317108154297,3.027695655822754,0.0
1771504394.3856442,-80.8792495727539,193.87594604492188,16.879302978515625,0.0,80.90814208984375,192.84642028808594,3.078763008117676,0.0
1771504394.4060278,-80.97088623046875,194.1785125732422,16.941146850585938,0.0,80.8752212524414,192.8592987060547,3.1272549629211426,0.0
1771504394.4316788,-80.99190521240234,194.1859893798828,16.969175338745117,0.0,80.8542709350586,192.89718627929688,3.1675965785980225,0.0
1771504394.4567745,-81.00938415527344,194.16470336914062,16.981231689453125,0.0,80.8370361328125,192.91848754882812,3.1842727661132812,0.0
1771504394.4839509,-81.03834533691406,194.15065002441406,16.978412628173828,0.0,80.82740783691406,192.93202209472656,3.1878724098205566,0.0
1771504394.5050268,-81.09210968017578,194.17767333984375,16.969831466674805,0.0,81.127685546875,192.8883514404297,3.241609573364258,0.0
1771504394.5311651,-81.1675033569336,194.24325561523438,16.961864471435547,0.0,81.05186462402344,192.9061737060547,3.236103057861328,0.0
