0,1,2,3,4,5,6,7,8
1772048691.8961554,-84.22803497314453,169.04298400878906,52.62750244140625,0.08563223481178284,54.294639587402344,158.72186279296875,50.74265670776367,0.0
1772048691.9075916,-84.06751251220703,166.515869140625,52.29375457763672,0.059826333075761795,54.48600387573242,157.65171813964844,50.51858901977539,0.0
1772048691.9215212,-84.06751251220703,166.515869140625,52.29375457763672,0.059826333075761795,54.48600387573242,157.65171813964844,50.51858901977539,0.0
1772048691.9264452,-84.06751251220703,166.515869140625,52.29375457763672,0.059826333075761795,54.48600387573242,157.65171813964844,50.51858901977539,0.0
1772048691.9300585,-84.06751251220703,166.515869140625,52.29375457763672,0.059826333075761795,54.48600387573242,157.65171813964844,50.51858901977539,0.0
1772048691.9310555,-84.06751251220703,166.515869140625,52.29375457763672,0.059826333075761795,54.48600387573242,157.65171813964844,50.51858901977539,0.0
1772048691.9374583,-84.06751251220703,166.515869140625,52.29375457763672,0.059826333075761795,54.48600387573242,157.65171813964844,50.51858901977539,0.0
1772048691.9389725,-83.9578857421875,163.948974609375,52.00118637084961,0.05001358315348625,54.7197380065918,156.71766662597656,50.31418991088867,0.0
1772048691.951388,-84.02291107177734,161.4670867919922,51.96004104614258,0.04503853991627693,54.74346923828125,155.6385955810547,50.12111282348633,0.0
1772048691.9561942,-84.02291107177734,161.4670867919922,51.96004104614258,0.04503853991627693,54.74346923828125,155.6385955810547,50.12111282348633,0.0
1772048691.9571998,-84.0103988647461,158.9405059814453,51.508644104003906,0.03718965873122215,54.55955123901367,154.38729858398438,49.861412048339844,0.0
1772048691.9603863,-84.0103988647461,158.9405059814453,51.508644104003906,0.03718965873122215,54.55955123901367,154.38729858398438,49.861412048339844,0.0
1772048691.9663854,-83.86550903320312,156.78787231445312,51.27827072143555,0.012927638366818428,54.24724578857422,153.1463165283203,49.6717414855957,0.0
1772048691.9717875,-83.86550903320312,156.78787231445312,51.27827072143555,0.012927638366818428,54.24724578857422,153.1463165283203,49.6717414855957,0.0
